Timer1 for PIN 9, 10: PWM frequency = 31250 / 1024 = 30 Hz

pwm,intr,RPM,speed

0,	0,	0,	0.00

10,	5,	0,	-91.92

20,	716,	130,	912.32

30,	1092,	198,	1278.76

40,	1244,	225,	1461.44

50,	1346,	244,	1460.87

60,	1414,	256,	1643.47

70,	1459,	264,	1644.12

80,	1492,	270,	1735.46

90,	1511,	274,	1731.36

100,	1534,	278,	1640.88

110,	1550,	281,	1822.48

120,	1565,	284,	1735.46

130,	1579,	286,	1821.76

140,	1589,	288,	1733.41

150,	1599,	290,	1826.08

160,	1609,	292,	1823.20

170,	1615,	292,	1824.64

180,	1620,	294,	1913.60

190,	1628,	295,	1824.64

200,	1634,	296,	1823.20

210,	1640,	297,	1826.80

220,	1645,	298,	1826.80

230,	1650,	299,	1915.87

240,	1654,	300,	1826.08

250,	1658,	301,	1915.87

260,	1662,	301,	1912.10

pwm,intr,RPM,speed

260,	1660,	301,	1910.59

250,	1655,	300,	1915.12

240,	1652,	299,	1917.39

230,	1648,	299,	1912.10

220,	1644,	298,	1824.64

210,	1639,	297,	1826.08

200,	1635,	296,	1914.36

190,	1628,	295,	1913.60

180,	1621,	294,	1823.92

170,	1611,	292,	1826.80

160,	1603,	291,	1826.80

150,	1597,	289,	1826.80

140,	1589,	288,	1823.92

130,	1578,	286,	1826.08

120,	1566,	284,	1823.92

110,	1548,	281,	1734.78

100,	1535,	278,	1732.04

90,	1515,	274,	1732.72

80,	1487,	269,	1730.67

70,	1462,	265,	1641.53

60,	1422,	258,	1640.23

50,	1369,	248,	1550.94

40,	1289,	234,	1458.56

30,	1168,	211,	1276.74

20,	927,	168,	1004.74

10,	527,	95,	456.16

0,	4,	0,	0.00

Timer1 for PIN 9, 10: PWM frequency = 31250 / 256 = 122 Hz

pwm,intr,RPM,speed

0,	0,	0,	0.00

10,	0,	0,	0.00

20,	0,	0,	0.00

30,	-82,	-14,	-91.30

40,	1001,	181,	1278.26

50,	1240,	224,	1458.56

60,	1329,	241,	1459.71

70,	1397,	253,	1642.18

